N_tubulins,tau_seconds,bias_fraction,mean_avalanche_size,mean_std,large_fraction,large_std
100000000.0,15.800485444166428,0.05,2685.085,148.40372729483587,0.9475,0.04866980583482945
1000000000.0,1.580048544416643,0.05,2685.085,148.40372729483587,0.9475,0.04866980583482945
10000000000.0,0.1580048544416643,0.1,2723.6075,149.54489733437916,0.9549999999999998,0.04974937185533099
100000000000.0,0.01580048544416643,0.2,2795.1724999999997,109.39086624919835,0.9674999999999999,0.03631459761583487
1000000000000.0,0.0015800485444166428,0.2,2795.1724999999997,109.39086624919835,0.9674999999999999,0.03631459761583487
