condition,avalanche_size
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,1
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,4704
classical,8
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,1
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,26
classical,4695
classical,4695
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,1
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4680
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,4725
classical,1
classical,4725
classical,4725
classical,4725
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,11
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4694
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,2
classical,4734
classical,4734
classical,4734
classical,1
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4734
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,1
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,4647
classical,2
classical,4645
classical,4645
classical,4645
classical,4645
classical,1
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,1
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,1
classical,4645
classical,4645
classical,4645
classical,4645
classical,4664
classical,4664
classical,1
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,2
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,4664
classical,1
classical,4664
classical,4664
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,1
classical,4695
classical,3
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,3
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,4713
classical,7
classical,4713
classical,4713
classical,4654
classical,4654
classical,1
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,15
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,2
classical,4654
classical,4654
classical,4654
classical,1
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4654
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4645
classical,4717
classical,4717
classical,1
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,1
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4628
classical,1
classical,4628
classical,4628
classical,1
classical,3
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,1
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4628
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4695
classical,4688
classical,1
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,1
classical,4688
classical,1
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4688
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,1
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,22
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,4634
classical,1
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,1
classical,4655
classical,2
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,1
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4655
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,1
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,5
classical,4702
classical,4702
classical,4702
classical,4702
classical,4702
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,2
classical,1
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,1
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4717
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,2
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
classical,4736
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4705
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,2
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,4756
quantum,1
quantum,4756
quantum,4756
quantum,4733
quantum,4733
quantum,4733
quantum,1
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4770
quantum,2
quantum,4770
quantum,4770
quantum,1
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,3
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,4770
quantum,1
quantum,4770
quantum,4770
quantum,4770
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,2
quantum,4771
quantum,1
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,1
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,1
quantum,4726
quantum,4726
quantum,4726
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,6
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,2
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,4753
quantum,1
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,1
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,1
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4781
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,1
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4780
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,13
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,1
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4742
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,1
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,1
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,1
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4783
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,12
quantum,4776
quantum,4776
quantum,4776
quantum,4776
quantum,2
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,1
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4733
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4767
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,1
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4786
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,1
quantum,1
quantum,4763
quantum,4763
quantum,4763
quantum,4763
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,1
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4808
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,1
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,1
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,4782
quantum,1
quantum,4782
quantum,1
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,10
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,1
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4735
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,1
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,1
quantum,4738
quantum,4738
quantum,4738
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,1
quantum,4796
quantum,4796
quantum,4796
quantum,1
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,1
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,1
quantum,4738
quantum,4738
quantum,4738
quantum,4738
quantum,1
quantum,4738
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,3
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4726
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4752
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,1
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,2
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4745
quantum,1
quantum,1
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,2
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,4745
quantum,1
quantum,4745
quantum,4745
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4771
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,1
quantum,4793
quantum,2
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,1
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,6
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4744
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,2
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,4765
quantum,1
quantum,4765
quantum,4765
quantum,4765
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,5
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,4796
quantum,1
quantum,4796
quantum,4796
quantum,4796
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,1
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,2
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,4762
quantum,2
quantum,4762
quantum,4788
quantum,1
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,4788
quantum,5
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,1
quantum,4779
quantum,4779
quantum,4779
quantum,4779
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4810
quantum,4819
quantum,4819
quantum,1
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4819
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4793
quantum,4
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4778
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,1
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,1
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4758
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,1
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,1
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4747
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,1
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,2
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4764
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,6
quantum,4708
quantum,4708
quantum,4708
quantum,4708
quantum,4708
